,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
533,2020 Maruti Alto 800 VXI BSVI,₹ 3.53 Lakh,Feb-21,796 cc,Zero Dep,Manual,"8,695 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Lucknow
534,2019 Hyundai Grand i10 Nios Asta,₹ 6.28 Lakh,Nov-20,1197 cc,Zero Dep,Manual,"38,942 Kms",First Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
535,2017 Maruti Vitara Brezza VDi,₹ 5.93 Lakh,Mar-17,1248 cc,Third Party insurance,Manual,"67,646 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
536,2016 Hyundai Grand i10 Sportz,₹ 3.70 Lakh,Feb-16,1197 cc,Comprehensive,Manual,"47,118 Kms",First Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Lucknow
537,2022 Mahindra Bolero Neo N10 BSVI,₹ 11.50 Lakh,2022,1493 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Diesel,100bhp,7,17.29 kmpl,SUV,Lucknow
538,2019 Hyundai Santro Sportz BSIV,₹ 4.50 Lakh,2019,1086 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,68bhp,5,20.3 kmpl,Hatchback,Lucknow
539,2013 Ford Figo Petrol ZXI,₹ 2.10 Lakh,2013,1196 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,70.02bhp,5,15.6 kmpl,Hatchback,Lucknow
540,2013 Ford Figo Petrol ZXI,₹ 2.10 Lakh,2013,1196 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,70.02bhp,5,15.6 kmpl,Hatchback,Lucknow
541,2020 Maruti Swift Dzire VXI BSVI,₹ 7 Lakh,2020,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Lucknow
542,2012 Toyota Etios GD,₹ 2.50 Lakh,2012,1364 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,,5,23.59 kmpl,Sedan,Lucknow
543,2010 Hyundai i10 Magna 1.1,₹ 1.80 Lakh,2010,1086 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Lucknow
544,2006 Tata Indigo LX,₹ 1.05 Lakh,2006,1405 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,70,5,17 kmpl,Sedan,Lucknow
545,2015 Maruti Alto 800 LXI,₹ 2.09 Lakh,Dec-15,796 cc,Comprehensive,Manual,"72,796 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Lucknow
546,2022 Maruti XL6 Alpha,₹ 12.51 Lakh,Feb-22,1462 cc,Third Party,Manual,"44,809 Kms",First Owner,Petrol,103.2bhp,6,19.01 kmpl,MUV,Lucknow
547,2016 Maruti Alto 800 LXI,₹ 2.24 Lakh,Jan-17,796 cc,Third Party insurance,Manual,"77,168 Kms",Second Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Lucknow
548,2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.56 Lakh,Aug-20,1197 cc,Zero Dep,Manual,"8,269 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
549,2016 Hyundai i20 Sportz 1.2,₹ 4.13 Lakh,Oct-16,1197 cc,Comprehensive,Manual,"97,152 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Lucknow
550,2022 Maruti Wagon R LXI CNG BSVI,₹ 6.03 Lakh,Jan-22,998 cc,Third Party,Manual,"13,642 Kms",First Owner,CNG,55.92bhp,5,34.05 kmpl,Hatchback,Lucknow
551,2021 Maruti Ciaz Sigma BSVI,₹ 7.09 Lakh,Jun-21,1462 cc,Third Party,Manual,"22,495 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Lucknow
552,2019 Tata Tiago 1.2 Revotron XZ,₹ 4.06 Lakh,Nov-19,1199 cc,Third Party insurance,Manual,"63,190 Kms",First Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Lucknow
553,2014 Maruti Wagon R VXI BS IV,₹ 2.66 Lakh,Jan-15,998 cc,Comprehensive,Manual,"63,838 Kms",Second Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
554,2017 Nissan Terrano XV D Pre AMT,₹ 5.79 Lakh,Jul-17,1461 cc,Zero Dep,Automatic,"1,19,803 Kms",First Owner,Diesel,108.6bhp,5,19.61 kmpl,SUV,Lucknow
555,2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 4.02 Lakh,Feb-19,1197 cc,Zero Dep,Manual,"44,626 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
556,2018 Maruti Wagon R LXI CNG,₹ 3.80 Lakh,2018,998 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,CNG,58.16bhp,5,26.6 kmpl,Hatchback,Lucknow
557,2012 Mahindra Scorpio VLX 4WD AIRBAG BSIV,₹ 3.80 Lakh,2012,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,120bhp,8,12.05 kmpl,SUV,Lucknow
558,2019 Maruti Baleno Zeta,₹ 6 Lakh,2019,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
559,2015 Hyundai Grand i10 Sportz,₹ 3.50 Lakh,2015,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Lucknow
560,2011 Tata Aria Pleasure 4x2,₹ 3.50 Lakh,2011,2179 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,138.1bhp,7,13.7 kmpl,MUV,Lucknow
561,2006 Chevrolet Tavera 2 SS D1 8 Seats,₹ 2.50 Lakh,2006,2499 cc,Third Party insurance,Manual,"1,20,000 Kms",Fifth Owner,Diesel,80,8,14.8 kmpl,MUV,Lucknow
562,2022 Tata Altroz XT BSVI,₹ 7.50 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5,19.33 kmpl,Hatchback,Lucknow
563,2019 Maruti Swift Dzire LXI 1.2,₹ 5 Lakh,2019,1197 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Lucknow
564,2017 Volkswagen Ameo 1.5 TDI Comfortline AT,₹ 4.44 Lakh,Jan-18,1498 cc,Third Party,Automatic,"1,17,881 Kms",First Owner,Diesel,108.495bhp,5,22 kmpl,Sedan,Lucknow
565,2017 Hyundai Grand i10 1.2 Kappa Sportz Option,₹ 3.64 Lakh,Mar-17,1197 cc,Comprehensive,Manual,"41,866 Kms",Second Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
566,2021 Nissan Magnite Turbo XL BSVI,₹ 6.99 Lakh,Oct-21,999 cc,Zero Dep,Manual,"52,141 Kms",First Owner,Petrol,98.63bhp,5,20 kmpl,SUV,Lucknow
567,2018 Tata Tiago 1.2 Revotron XT,₹ 3.88 Lakh,Apr-18,1199 cc,Third Party insurance,Manual,"41,852 Kms",Second Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Lucknow
568,2021 Maruti Wagon R CNG LXI,₹ 6.03 Lakh,Apr-21,998 cc,Third Party insurance,Manual,"82,599 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Lucknow
569,2018 Hyundai Verna CRDi 1.6 SX,₹ 7.29 Lakh,Apr-18,1582 cc,Zero Dep,Manual,"1,25,345 Kms",First Owner,Diesel,126.2bhp,5,22 kmpl,Sedan,Lucknow
570,2014 Maruti Swift VXI,₹ 3.59 Lakh,Jul-14,1197 cc,Comprehensive,Manual,"70,344 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Lucknow
571,2018 Maruti Wagon R VXI Optional,₹ 3.55 Lakh,Dec-18,998 cc,Third Party insurance,Manual,"69,705 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
572,2020 Hyundai Aura S Diesel,₹ 6.45 Lakh,Mar-20,1186 cc,Third Party insurance,Manual,"51,452 Kms",First Owner,Diesel,73.97bhp,5,25.35 kmpl,Sedan,Lucknow
573,2019 Hyundai i20 Sportz Plus BSIV,₹ 5.86 Lakh,Aug-19,1197 cc,Third Party insurance,Manual,"32,175 Kms",First Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Lucknow
574,2019 Mahindra Thar CRDe,₹ 7.42 Lakh,Feb-19,2498 cc,Third Party insurance,Manual,"42,221 Kms",First Owner,Diesel,105bhp,6,16.55 kmpl,SUV,Lucknow
575,2020 Hyundai Aura SX Plus Turbo,₹ 7.89 Lakh,Jun-20,998 cc,Third Party,Manual,789 Kms,First Owner,Petrol,98.63bhp,5,20.5 kmpl,Sedan,Lucknow
576,2022 Tata Altroz XT BSVI,₹ 7.50 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5,19.33 kmpl,Hatchback,Lucknow
577,2011 Ford Figo Diesel LXI,₹ 1.70 Lakh,2011,1399 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,68bhp,5,20 kmpl,Hatchback,Lucknow
578,2014 Maruti Wagon R Stingray VXI,₹ 2.45 Lakh,2014,998 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
579,2012 Nissan Micra XV,₹ 1.60 Lakh,2012,1198 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,75bhp,5,18.06 kmpl,Hatchback,Lucknow
580,2018 Honda WR-V i-VTEC VX,₹ 7.25 Lakh,2018,1199 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Petrol,88.7bhp,5,17.5 kmpl,SUV,Lucknow
581,2014 Honda City i DTEC V,₹ 5.80 Lakh,2014,1498 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,98.6bhp,5,26 kmpl,Sedan,Lucknow
582,2017 Hyundai Creta 1.6 CRDi SX Option,₹ 11 Lakh,2017,1582 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,126.2bhp,5,19.67 kmpl,SUV,Lucknow
583,2017 Maruti Baleno 1.2 Delta,₹ 5.20 Lakh,2017,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Lucknow
584,2018 Hyundai Creta 1.4 E Plus CRDi,₹ 7.43 Lakh,Jun-18,1396 cc,Zero Dep,Manual,"86,930 Kms",First Owner,Diesel,88.7bhp,5,22.1 kmpl,SUV,Lucknow
585,2018 Renault KWID 1.0 RXT,₹ 3.13 Lakh,Sep-18,999 cc,Comprehensive,Manual,"42,155 Kms",Second Owner,Petrol,67bhp,5,23.01 kmpl,Hatchback,Lucknow
586,2017 Maruti Swift VDI BSIV,₹ 4.54 Lakh,Jul-17,1248 cc,Third Party,Manual,"56,523 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Lucknow
587,2018 Hyundai Verna VTVT 1.6 SX,₹ 7.49 Lakh,Jan-18,1591 cc,Comprehensive,Manual,"50,535 Kms",Second Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Lucknow
588,2021 Maruti Alto 800 LXI S-CNG,₹ 4.23 Lakh,Apr-21,796 cc,Comprehensive,Manual,"52,604 Kms",First Owner,CNG,40.36bhp,4,31.59 km/kg,Hatchback,Lucknow
589,2018 Maruti Swift Dzire VDI,₹ 6.61 Lakh,Aug-18,1248 cc,Third Party insurance,Manual,"71,728 Kms",Second Owner,Diesel,74.02bhp,5,28.4 kmpl,Sedan,Lucknow
590,2021 Maruti Wagon R CNG LXI,₹ 5.63 Lakh,Jan-21,998 cc,Zero Dep,Manual,"44,769 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Lucknow
591,2021 Maruti S-Presso VXI Opt CNG,₹ 5.36 Lakh,Feb-21,998 cc,Zero Dep,Manual,"24,447 Kms",First Owner,CNG,58.33bhp,4,,Hatchback,Lucknow
592,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 4.58 Lakh,Nov-18,1197 cc,Comprehensive,Manual,"22,466 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Lucknow
593,2021 Maruti Ciaz Delta BSVI,₹ 7.80 Lakh,May-21,1462 cc,Third Party insurance,Manual,"38,754 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Lucknow
594,2016 Renault Duster 110PS Diesel RxZ AMT,₹ 5.31 Lakh,Jul-16,1461 cc,Comprehensive,Automatic,"56,156 Kms",First Owner,Diesel,108.45bhp,5,19.6 kmpl,SUV,Lucknow
595,2020 Maruti Swift Dzire VXI 1.2,₹ 5.70 Lakh,Feb-21,1197 cc,Zero Dep,Manual,"74,490 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Lucknow
596,2011 Toyota Etios VX,₹ 3 Lakh,2011,1496 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,88.7bhp,5,17.6 kmpl,Sedan,Lucknow
597,2021 Tata Nexon XM S BSVI,₹ 7.50 Lakh,2021,1199 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,118.35bhp,5,17.33 kmpl,SUV,Lucknow
598,2018 Mahindra Thar CRDe,₹ 8 Lakh,2018,2498 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Diesel,105bhp,6,16.55 kmpl,SUV,Lucknow
599,2014 Maruti Alto K10 VXI,₹ 1.95 Lakh,2014,998 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,67.05bhp,5,23.95 kmpl,Hatchback,Lucknow
600,2013 Nissan Terrano XL 110 PS,₹ 3.30 Lakh,2013,1461 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,108.5bhp,5,19.01 kmpl,SUV,Lucknow
601,2016 Hyundai Creta 1.6 VTVT SX Plus,₹ 8 Lakh,2016,1591 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,121.3bhp,5,13 kmpl,SUV,Lucknow
602,2012 Mahindra Scorpio VLX 4WD AIRBAG BSIV,₹ 4.25 Lakh,2012,2179 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,120bhp,8,12.05 kmpl,SUV,Lucknow
603,2019 Maruti S-Presso VXI 2019-2022,₹ 4.20 Lakh,2019,998 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Lucknow
604,2018 Toyota Etios Liva 1.4 VXD,₹ 4.87 Lakh,Jun-18,1364 cc,Third Party,Manual,"89,891 Kms",First Owner,Diesel,67.04bhp,5,23.59 kmpl,Hatchback,Lucknow
605,2018 Maruti Swift VXI AMT,₹ 5.31 Lakh,Mar-18,1197 cc,Zero Dep,Automatic,"84,985 Kms",First Owner,Petrol,88.50bhp,5,22.56 kmpl,Hatchback,Lucknow
606,2018 Hyundai Verna VTVT 1.6 SX,₹ 7.46 Lakh,Feb-19,1591 cc,Third Party insurance,Manual,"74,397 Kms",Second Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Lucknow
607,2018 Maruti Wagon R VXI BS IV,₹ 3.75 Lakh,Jul-18,998 cc,Third Party,Manual,"52,286 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
608,2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹ 8.39 Lakh,Jul-19,998 cc,Third Party insurance,Automatic,"50,050 Kms",First Owner,Petrol,118.35bhp,5,18.15 kmpl,SUV,Lucknow
609,2019 Maruti Swift VXI,₹ 5.42 Lakh,Nov-19,1197 cc,Third Party,Manual,"28,793 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Lucknow
610,2018 Nissan Micra Active XL Option,₹ 4.35 Lakh,Jul-19,1198 cc,Third Party insurance,Manual,"26,098 Kms",First Owner,Petrol,67.04bhp,5,18.97 kmpl,Hatchback,Lucknow
611,2018 Hyundai i20 1.4 Magna Executive,₹ 6.46 Lakh,Apr-18,1396 cc,Third Party insurance,Manual,"43,857 Kms",First Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Lucknow
612,2020 Hyundai Grand i10 Nios AMT Sportz,₹ 6.03 Lakh,Jan-20,1197 cc,Third Party insurance,Automatic,"18,244 Kms",First Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
613,2021 Maruti Swift Dzire ZXI Plus BSVI,₹ 7.58 Lakh,Aug-21,1197 cc,Third Party,Manual,"32,520 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Lucknow
614,2020 Tata Altroz XZ Diesel BSVI,₹ 6.43 Lakh,Mar-20,1497 cc,Comprehensive,Manual,"32,510 Kms",Second Owner,Diesel,88.77bhp,5,23.64 kmpl,Hatchback,Lucknow
615,2016 Maruti Swift VDI BSIV,₹ 3.91 Lakh,Jul-16,1248 cc,Comprehensive,Manual,"95,014 Kms",Second Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Lucknow
616,2022 Mahindra Bolero Neo N8 BSVI,₹ 11 Lakh,2022,1493 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,100bhp,7,17.29 kmpl,SUV,Lucknow
617,2010 Hyundai i20 1.2 Magna,₹ 2 Lakh,2010,1197 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,80 PS at 5200 rpm,5,18.5 kmpl,Hatchback,Lucknow
618,2018 Tata Tiago 1.05 Revotorq XM,₹ 4.30 Lakh,2018,1047 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,69bhp,5,27.28 kmpl,Hatchback,Lucknow
619,2019 MG Hector Sharp Diesel MT BSIV,₹ 13.25 Lakh,2019,1956 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,167.68bhp,5,17.41 kmpl,SUV,Lucknow
620,2017 Renault Pulse Petrol RxL,₹ 2.80 Lakh,2017,1198 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,74.93bhp,5,18.06 kmpl,Hatchback,Lucknow
621,2016 Honda Jazz 1.2 S i VTEC,₹ 3.65 Lakh,2016,1199 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Petrol,88.7bhp,5,18.7 kmpl,Hatchback,Lucknow
622,2011 Maruti Wagon R LXI DUO BS IV,₹ 1.40 Lakh,2011,998 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,LPG,61.7bhp,5,14.4 kmpl,Hatchback,Lucknow
623,2011 Maruti Wagon R LXI DUO BS IV,₹ 1.30 Lakh,2011,998 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,LPG,61.7bhp,5,14.4 kmpl,Hatchback,Lucknow
624,2022 Maruti S-Presso VXI Opt CNG,₹ 4.95 Lakh,Jun-22,998 cc,Zero Dep,Manual,"18,993 Kms",First Owner,CNG,58.33bhp,4,,Hatchback,Lucknow
625,2011 Hyundai i10 Asta,₹ 2.06 Lakh,Oct-11,1197 cc,Third Party insurance,Manual,"97,351 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Lucknow
626,2019 Maruti Baleno 1.2 Alpha,₹ 6.39 Lakh,May-19,1197 cc,Third Party insurance,Manual,"29,679 Kms",First Owner,Petrol,83.1bhp,5,21.4 kmpl,Hatchback,Lucknow
627,2019 Maruti Wagon R VXI,₹ 4.03 Lakh,Mar-19,998 cc,Third Party,Manual,"77,639 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Lucknow
628,2020 Maruti Wagon R CNG LXI,₹ 5.20 Lakh,Dec-20,998 cc,Zero Dep,Manual,"34,900 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Lucknow
629,2017 Renault Captur 1.5 Petrol RXL,₹ 5.42 Lakh,Jun-17,1498 cc,Third Party,Manual,"85,486 Kms",First Owner,Petrol,104.55bhp,5,13.87 kmpl,SUV,Lucknow
630,2021 Hyundai Grand i10 Nios Magna CNG,₹ 6.47 Lakh,Sep-21,1197 cc,Third Party,Manual,"17,686 Kms",First Owner,CNG,68.05bhp,5,,Hatchback,Lucknow
631,2019 Maruti XL6 Alpha AT,₹ 9.30 Lakh,Nov-19,1462 cc,Comprehensive,Automatic,"35,941 Kms",First Owner,Petrol,101.65bhp,6,20.27 kmpl,MUV,Lucknow
632,2021 Tata Altroz XZ Plus BSVI,₹ 7.59 Lakh,Jun-21,1199 cc,Third Party,Manual,"23,137 Kms",First Owner,Petrol,86.83bhp,5,19.33 kmpl,Hatchback,Lucknow
633,2021 Hyundai Grand i10 Nios Sportz,₹ 5.79 Lakh,Aug-21,1197 cc,Third Party,Manual,"6,279 Kms",First Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
634,2021 Hyundai Grand i10 Nios Sportz CNG,₹ 6.55 Lakh,Mar-21,1197 cc,Third Party insurance,Manual,"77,450 Kms",First Owner,CNG,68.05bhp,5,,Hatchback,Lucknow
635,2020 Toyota Urban cruiser Mid,₹ 8.21 Lakh,Oct-20,1462 cc,Third Party,Manual,"22,389 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Lucknow
636,2020 Maruti Swift Dzire Tour 1.2 S STD CNG,₹ 5.90 Lakh,2020,1197 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,CNG,70.40Bhp,5,26.55 kmpl,Sedan,Lucknow
637,2018 Maruti Wagon R VXI BS IV,₹ 3.80 Lakh,2018,998 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Lucknow
638,2017 Maruti Vitara Brezza LDi,₹ 6.50 Lakh,2017,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Lucknow
639,2003 Maruti 800 Std BSII,"₹ 50,000",2003,796 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,37bhp,4,16.1 kmpl,Hatchback,Lucknow
640,2021 Volkswagen Polo 1.0 TSI Comfortline AT,₹ 7.50 Lakh,2021,999 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,108.62bhp,5,16.47 kmpl,Hatchback,Lucknow
641,2022 Tata Altroz XE Plus BSVI,₹ 6.50 Lakh,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5,19.33 kmpl,Hatchback,Lucknow
642,2019 Mahindra Supro VX 5 Str,₹ 3.50 Lakh,2019,909 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Diesel,45bhp,5,23.5 kmpl,Minivans,Lucknow
643,2009 Maruti Alto LXi BSIII,₹ 1.35 Lakh,2009,796 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Lucknow
644,2019 Toyota Yaris J CVT,₹ 7 Lakh,May-19,1496 cc,Third Party,Automatic,"70,248 Kms",First Owner,Petrol,105.94bhp,5,17.8 kmpl,Sedan,Lucknow
645,2022 Maruti Celerio ZXI Plus,₹ 5.97 Lakh,Oct-22,998 cc,Zero Dep,Manual,"3,742 Kms",First Owner,Petrol,65.71bhp,5,24.97 kmpl,Hatchback,Lucknow
646,2021 Maruti S-Presso VXI 2019-2022,₹ 3.89 Lakh,Jul-21,998 cc,Third Party,Manual,"34,978 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Lucknow
647,2019 Hyundai Grand i10 Nios Sportz,₹ 5.98 Lakh,Dec-19,1197 cc,Third Party insurance,Manual,"22,179 Kms",First Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Lucknow
648,2020 Hyundai Venue SX Opt iMT,₹ 9.81 Lakh,Aug-20,998 cc,Third Party insurance,Manual,"22,101 Kms",First Owner,Petrol,118.35bhp,5,18 kmpl,SUV,Lucknow
649,2022 Tata Tiago XZ Plus CNG BSVI,₹ 8.06 Lakh,Mar-22,1199 cc,Third Party insurance,Manual,"4,301 Kms",First Owner,CNG,72bhp,5,26.49 km/kg,Hatchback,Lucknow
650,2018 Hyundai Creta 1.6 CRDi SX Option,₹ 11.07 Lakh,Sep-18,1582 cc,Third Party insurance,Manual,"71,764 Kms",First Owner,Diesel,126.2bhp,5,19.67 kmpl,SUV,Lucknow
651,2016 Maruti SX4 S Cross DDiS 200 Sigma,₹ 6.75 Lakh,2016,1248 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,88.5bhp,5,23.65 kmpl,SUV,Lucknow
652,2017 Tata Safari Storme VX Varicor 400,₹ 7 Lakh,2017,2179 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,153.86bhp,7,14.1 kmpl,SUV,Lucknow
653,2021 Mahindra XUV300 W6 Sunroof BSVI,₹ 9 Lakh,2021,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,108.6bhp,5,17 kmpl,SUV,Lucknow
654,2019 MG Hector Sharp Diesel MT BSIV,₹ 15.25 Lakh,2019,1956 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,167.68bhp,5,17.41 kmpl,SUV,Lucknow
655,2018 Tata Tiago 1.2 Revotron XZ Plus,₹ 4.50 Lakh,2018,1199 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,84bhp,5,23.84 kmpl,Hatchback,Lucknow
656,2022 Maruti Baleno Delta,₹ 7.50 Lakh,2022,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
657,2020 Tata Tigor XZ Plus,₹ 6 Lakh,2020,1199 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,83.81bhp,5,20.3 kmpl,Sedan,Lucknow
658,2015 Maruti Alto 800 LXI,₹ 2.20 Lakh,2015,796 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,47.3bhp,5,22.74 kmpl,Hatchback,Lucknow
659,2017 Maruti Celerio ZXI,₹ 5 Lakh,2017,998 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,67.04bhp,5,23.1 kmpl,Hatchback,Lucknow
660,2021 Toyota Glanza G,₹ 7 Lakh,2021,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
661,2021 Maruti Baleno Delta,₹ 6.50 Lakh,2021,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
662,2012 Maruti Swift Dzire VDi,₹ 3 Lakh,2012,1248 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,73.9bhp,5,19.3 kmpl,Sedan,Lucknow
663,2009 Maruti Wagon R LXI Minor,₹ 1.43 Lakh,2009,1061 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,67bhp,5,18.9 kmpl,Hatchback,Lucknow
664,2019 Mahindra Marazzo M2 BSIV,₹ 8.10 Lakh,2019,1497 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,121bhp,7,17.3 kmpl,MUV,Lucknow
